"estado","tipo","direcciÃ.","x","y","longitude","latitude","barrio","umenores"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Aldamar    5,    03 - Iz",582398.14,4797436.36,-1.98370962201412,43.3252557184042,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Aldamar   12,    03 - Iz",582503.77,4797267.51,-1.98243237001609,43.3237239528442,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Aldamar   14,    04 - Iz",582502.5,4797269.87,-1.98244767658794,43.3237453396354,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Aldamar   16,    01  Local 1",582496.23,4797281.81,-1.98252320203249,43.3238535252263,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Aldamar   24,    01 - Dr",582471.27,4797329.19,-1.9828238837359,43.3242828327372,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Aldamar   24,    06 - Iz",582471.27,4797329.19,-1.9828238837359,43.3242828327372,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Aldamar   30,    06 - C",582447.54,4797374.54,-1.98310970629845,43.3246937281939,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Aldapeta,Cz de   58,    01 - B  Elda",581877.92,4796163.58,-1.99031476714512,43.3138534729787,"Centro","Paseo Miraconcha"
"VUT_Favorable","Viviendas de uso turÃ­stico","Alfonso XIII,Pz de    2,    01 - Di  Alfonso XIII, 2-1 A",581022.8,4796210.01,-2.00085132821735,43.3143640859823,"Antiguo","Matia"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Alfonso XIII,Pz de    2,    04 - Ii",581022.8,4796210.01,-2.00085132821735,43.3143640859823,"Antiguo","Matia"
"VUT_Favorable","Viviendas de uso turÃ­stico","Alkiza,Pz de    5,    00 - B",581863.23,4795384.5,-1.99061198421107,43.3068408585939,"Aiete","Palacio de Aiete"
"VUT_Favorable","Viviendas de uso turÃ­stico","Alto de Amara    3  Tavira  Entlo. A",582434.68,4796066.84,-1.98346460473449,43.3129216968545,"Centro","Amara Zaharra"
"VUT_Favorable","Viviendas de uso turÃ­stico","Alto de Zorroaga   92",583925.26,4794375.77,-1.96534484710069,43.2975319388355,"Miramon-Zorroaga","Zorroaga"
"VUT_Favorable","Viviendas de uso turÃ­stico","Amara    5,    01 - Ext  1.Ext",582451.01,4796142.39,-1.98325192351768,43.3136000970358,"Centro","Amara Zaharra"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Amara    9,    01 - Dr",582442.87,4796121.61,-1.98335540568743,43.3134139032377,"Centro","Amara Zaharra"
"VUT_Favorable","Viviendas de uso turÃ­stico","Amara   14,    01 - A",582431.16,4796152.6,-1.98349513455949,43.3136941949558,"Centro","Amara Zaharra"
"VUT_Favorable","Viviendas de uso turÃ­stico","Amara   16,    03 - C",582419.88,4796160.51,-1.98363302616292,43.3137666460993,"Centro","Amara Zaharra"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Amara   16,    08 - A",582419.88,4796160.51,-1.98363302616292,43.3137666460993,"Centro","Amara Zaharra"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Amara   20,    01 - C",582380.66,4796165.53,-1.98411584300112,43.3138161383367,"Centro","Amara Zaharra"
"VUT_Favorable","Viviendas de uso turÃ­stico","Amara   24  1Âº C",582350.5,4796168.45,-1.98448726847777,43.3138457300579,"Centro","Amara Zaharra"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Amara   33,    Bh  Bajo A",582198.61,4796108.58,-1.98636898540407,43.3133233226684,"Centro","Amara Zaharra"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","AmetzagaÃ±a   16,    02 - Iz",583477.93,4796459.62,-1.97054219542816,43.3163429006841,"Egia","Iruresoro"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","AmetzagaÃ±a   39.A  Bajo- Izquierda",583629.75,4796594.18,-1.96864974333585,43.3175374964761,"Egia","Iruresoro"
"VUT_Favorable","Viviendas de uso turÃ­stico","Amezketa,Cl de los    4,    09 - D",582760.08,4795083.19,-1.97960075784106,43.3040299966753,"Amara Berri","Amara - Berri"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Amezketa,Cl de los    4,    Bh  (10)",582760.08,4795083.19,-1.97960075784106,43.3040299966753,"Amara Berri","Amara - Berri"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Amezketa,Cl de los   15,    07 - B",582649.72,4795024.36,-1.98097008956905,43.3035124691565,"Amara Berri","Amara - Berri"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Amezti   36,    01  Anatxu",578972.01,4796339.6,-2.026118784433,43.3157489276745,"Igeldo","Amezti"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Amezti   36,    02  Anatxu",578972.01,4796339.6,-2.026118784433,43.3157489276745,"Igeldo","Amezti"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Amezti   58  Villa Lamperna",578842.38,4796548.49,-2.02768716409478,43.3176432243424,"Igeldo","Amezti"
"VUT_Favorable","Viviendas de uso turÃ­stico","Andia    5,    04 - Iz",582428.3,4796864.7,-1.98342351645364,43.3201056658471,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Andia    7,    04 - B",582412.78,4796856.43,-1.98361613406878,43.3200329105731,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Andia    7,    04 - C",582412.78,4796856.43,-1.98361613406878,43.3200329105731,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Andrestegi    6,    01 - A",580119.78,4795666.97,-2.01206466735157,43.3095716841256,"Ibaeta","Arriola"
"VUT_Favorable","Viviendas de uso turÃ­stico","Angela Figuera,Pz    4,    03 - B",580703.03,4795047.07,-2.00496487790655,43.3039282321788,"Ibaeta","Lorea"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Angela Figuera,Pz    5,    03 - A",580725.95,4795018.06,-2.0046865869965,43.303664589378,"Ibaeta","Lorea"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","AÃ±orga,Av de    6,    06 - B",581491.3,4793726.8,-1.9954430126549,43.2919565783943,"Añorga","Anorga Txiki"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","AÃ±orga,Av de   26,    01 - A",581353.36,4793524.75,-1.99717305755958,43.2901523917314,"Añorga","Anorga Txiki"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arrasate    1,    01  1Âºa",582745.62,4796745.65,-1.97952860202756,43.3189989935667,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arrasate    1,    01  C",582745.62,4796745.65,-1.97952860202756,43.3189989935667,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arrasate    1,    04 - Dr",582745.62,4796745.65,-1.97952860202756,43.3189989935667,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arrasate    1,    04 - Iz",582745.62,4796745.65,-1.97952860202756,43.3189989935667,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arrasate    1,    05 - Dr  (5-Iz)",582745.62,4796745.65,-1.97952860202756,43.3189989935667,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate    7,    01 - Iz",582718.98,4796731.53,-1.97985921925276,43.3188747995168,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate    9,    01 - E",582658.64,4796699.07,-1.9806081392496,43.3185891911326,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate    9,    01 - H",582658.64,4796699.07,-1.9806081392496,43.3185891911326,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arrasate   12,    04 - B",582658.06,4796712.89,-1.98061321077011,43.3187136785403,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate   12,    06 - C",582658.06,4796712.89,-1.98061321077011,43.3187136785403,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arrasate   12,    06 - D",582658.06,4796712.89,-1.98061321077011,43.3187136785403,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arrasate   14,    06 - Iz",582608.9,4796686.83,-1.98122330640423,43.3184844574777,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arrasate   17,    06 - Dr",582610.59,4796673.79,-1.98120442935253,43.3183668706237,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate   22,    07 - Dr",582543.64,4796652.3,-1.98203319285634,43.3181807434692,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arrasate   23,    01 - B",582555.76,4796644.86,-1.98188486499389,43.3181124296544,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arrasate   25,    02 - Iz",582545.33,4796639.34,-1.98201430229796,43.3180638769811,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate   26,    03 - Dr",582532.98,4796646.53,-1.9821655037907,43.3181299650771,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate   31  1-Dcha",582490.32,4796610.39,-1.9826969537364,43.3178092707908,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate   33,    01 - Dr",582487.38,4796608.84,-1.98273343818276,43.3177956383313,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate   47,    01",582389.78,4796559.13,-1.98394435144258,43.3173587886286,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate   47,    05 - Iz",582389.78,4796559.13,-1.98394435144258,43.3173587886286,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate   48,    01 - Dr",582342.44,4796545.37,-1.98453013574578,43.3172400892539,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate   48,    01 - Iz",582342.44,4796545.37,-1.98453013574578,43.3172400892539,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arrasate   48,    02 - Id",582342.44,4796545.37,-1.98453013574578,43.3172400892539,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arriberri,Gr   15,    01 - C",586945.39,4796557.24,-1.92777289676926,43.3168289470299,"Altza","Arria"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arriola,Ps de   15,    01 - E",580098.7,4795738.4,-2.01231414681495,43.3102170316852,"Ibaeta","Arriola"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arriola,Ps de   19,    01 - E",580049.44,4795746.74,-2.01292026123243,43.3102973620278,"Ibaeta","Arriola"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arritxulo,Cm de   40",577806.75,4795697.17,-2.0405777540259,43.3100863599899,"Igeldo","igeldo"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arroka    2,    01 - C",582491.33,4796240.26,-1.98274009402664,43.3144768169838,"Centro","Amara Zaharra"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arroka    2,    03 - D",582491.33,4796240.26,-1.98274009402664,43.3144768169838,"Centro","Amara Zaharra"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Arroka    2,    04 - A",582491.33,4796240.26,-1.98274009402664,43.3144768169838,"Centro","Amara Zaharra"
"VUT_Favorable","Viviendas de uso turÃ­stico","Arroka    3,    01 - 003  (1Âº C)",582485.09,4796227.84,-1.98281889724596,43.3143656818811,"Centro","Amara Zaharra"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Ategorrieta,Av de    3,    Sm - Dcn",583430.5,4797136.48,-1.97102417423324,43.3224420227531,"Gros","Gros"
"VUT_Favorable","Viviendas de uso turÃ­stico","Ategorrieta,Av de   25,    00 - Iz  (Entresuelo Izquierda)",583613.68,4797128.3,-1.96876655959909,43.3223480318064,"Gros","Gros"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Ategorrieta,Av de   73,    06 - B  Leku Eder Berri",584292.54,4797109.02,-1.9603982763761,43.3220986637876,"Ategorrieta-Ulia","Ategorrieta"
"VUT_Favorable","Viviendas de uso turÃ­stico","Autonomia    3  1Âº Dcha.",582519.21,4796137.45,-1.98241178466494,43.313548142862,"Centro","Amara Zaharra"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Autonomia   10,    01 - Dr",582648.98,4796285.79,-1.9807894489478,43.3148694256135,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Autonomia   22,    03 - A",582573.13,4795935.32,-1.98177735640023,43.3117224146916,"Centro","Amara Zaharra"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Autonomia   25,    01 - C",582578.13,4795847.17,-1.98172896106449,43.3109282360529,"Centro","Amara Zaharra"
"VUT_Favorable","Viviendas de uso turÃ­stico","Azpeitia    2  1Âº C",582684.39,4795739.11,-1.98043513635539,43.3099436817531,"Amara Berri","Amara - Berri"
"VUT_Favorable","Viviendas de uso turÃ­stico","Azpeitia    3,    01 - A",582670.16,4795714.55,-1.98061427215741,43.3097241276496,"Amara Berri","Amara - Berri"
"VUT_Favorable","Viviendas de uso turÃ­stico","Azpeitia    3,    08 - A",582670.16,4795714.55,-1.98061427215741,43.3097241276496,"Amara Berri","Amara - Berri"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Azpeitia    3,    09 - D",582670.16,4795714.55,-1.98061427215741,43.3097241276496,"Amara Berri","Amara - Berri"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Azpeitia    5,    03 - B",582654.63,4795712.05,-1.98080611520818,43.3097033260939,"Amara Berri","Amara - Berri"
"VUT_Favorable","Viviendas de uso turÃ­stico","Azpeitia    9,    02 - D",582623.98,4795707.19,-1.98118472505889,43.3096629374292,"Amara Berri","Amara - Berri"
"VUT_Favorable","Viviendas de uso turÃ­stico","Balleneros    4,    02 - D",583146.29,4795334.55,-1.97480165395814,43.3062504559604,"Amara Berri","Amara - Berri"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Balleneros    6,    02 - C",583146.89,4795323.88,-1.97479587164866,43.3061543259102,"Amara Berri","Amara - Berri"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Balleneros   12,    04 - E",583157.53,4795138.76,-1.97469271495773,43.3044864843637,"Amara Berri","Amara - Berri"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Barcelona,Av de    4,    01 - C",583417.88,4795591.21,-1.9714144968829,43.3085311434424,"Amara Berri","Riberas"
"VUT_Favorable","Viviendas de uso turÃ­stico","Barcelona,Av de   10,    04 - B",583412.52,4795679.6,-1.97146715841136,43.3093275260619,"Amara Berri","Riberas"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Barcelona,Av de   16,    02 - A",583408.47,4795742.04,-1.97150761009292,43.309890131648,"Amara Berri","Riberas"
"VUT_Favorable","Viviendas de uso turÃ­stico","Barcelona,Av de   23,    01 - A",583359.32,4795739.19,-1.97211400513565,43.3098699202569,"Amara Berri","Riberas"
"VUT_Favorable","Viviendas de uso turÃ­stico","Barcelona,Av de   43  1Âºb",583342.96,4795987.89,-1.97227797420577,43.3121108157548,"Amara Berri","Riberas"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Barcelona,Av de   47,    05 - C",583336.08,4796031.82,-1.97235613513666,43.3125070861717,"Amara Berri","Riberas"
"VUT_Favorable","Viviendas de uso turÃ­stico","Batxillardegi,Gr   10,    03 - A",583810.52,4795664.98,-1.96656256097482,43.3091516680399,"Loiola","Loiola Casco"
"VUT_Favorable","Viviendas de uso turÃ­stico","Baztan   16,    En - 003",583563.71,4796765.74,-1.9694379350625,43.3190894134337,"Egia","Jai - Alai"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bengoetxea    3,    01 - Ii  1Âº Izda. Izda.",582567.08,4797051.92,-1.98168407415879,43.3217760135026,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Bengoetxea    3,    04 - Dd",582567.08,4797051.92,-1.98168407415879,43.3217760135026,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Bentaberri,Pz de    1,    Bh  7Âº Ctr",580698.37,4795980.41,-2.00488523928526,43.3123318191443,"Antiguo","Benta - Berri"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Berabera,Ps de   63,    01 - Dr  Ardotsu",581294.52,4794942.23,-1.99768864969071,43.3029206634169,"Aiete","Bera - Bera"
"VUT_Favorable","Viviendas de uso turÃ­stico","Berabera,Ps de   87.G",581498.78,4795303.6,-1.99511703603121,43.3061520633115,"Aiete","Munto"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Berabera,Ps de  119,    01  Aterpe",581592.24,4795104.29,-1.99399443890582,43.3043475029261,"Aiete","Bera - Bera"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bergara    2,    01 - D",582641.29,4796821.52,-1.98080364732717,43.3196935346298,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bergara   11  1Âº A",582687.32,4796767.21,-1.98024423619182,43.3191995136919,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bergara   16,    01 - A",582698.8,4796712.07,-1.98011098324646,43.3187018173232,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bergara   16,    01 - B",582698.8,4796712.07,-1.98011098324646,43.3187018173232,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bergara   16,    02 - B",582698.8,4796712.07,-1.98011098324646,43.3187018173232,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Bergara   16,    03 - A",582698.8,4796712.07,-1.98011098324646,43.3187018173232,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Bergara   16,    03 - B",582698.8,4796712.07,-1.98011098324646,43.3187018173232,"Centro","Area Romantica"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Bergara   18,    02 - Dr",582707.29,4796696.33,-1.98000866664828,43.3185591740206,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bergara   18,    04 - A",582707.29,4796696.33,-1.98000866664828,43.3185591740206,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Berio,Ps de   29  Bajo Local Bc",579809.05,4795347.65,-2.01594202305697,43.3067297864344,"Ibaeta","Berio"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bermingham    1-Dr,    01 - Dr",583229.51,4797456.93,-1.97345407695935,43.3253493483224,"Gros","Gros"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bermingham    1-Dr,    01 - Iz",583229.51,4797456.93,-1.97345407695935,43.3253493483224,"Gros","Gros"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bermingham    5,    01 - Dr",583266.96,4797418.78,-1.97299803131807,43.3250017327243,"Gros","Gros"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Bermingham    5,    03 - Dr",583266.96,4797418.78,-1.97299803131807,43.3250017327243,"Gros","Gros"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Bermingham    6,    01 - Dd",583260.52,4797408.03,-1.97307907922589,43.3249056622244,"Gros","Gros"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bermingham    6,    05 - Ii",583260.52,4797408.03,-1.97307907922589,43.3249056622244,"Gros","Gros"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bermingham    7,    01 - Dr",583269.4,4797416.32,-1.9729683146271,43.3249793148236,"Gros","Gros"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bermingham   11,    04 - Dr",583286.61,4797398.66,-1.97275876201506,43.3248184135307,"Gros","Gros"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Bermingham   15,    02 - Iz",583318.03,4797366.6,-1.97237616072394,43.3245262924268,"Gros","Gros"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Bermingham   17,    01 - F",583328.9,4797355.58,-1.97224378676426,43.3244258734457,"Gros","Gros"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bermingham   21,    06 - A",583368.44,4797320.35,-1.97176153821892,43.3241043105181,"Gros","Gros"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bermingham   23,    01 - A",583374.88,4797313.86,-1.97168310761967,43.3240451662014,"Gros","Gros"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Bermingham   24,    02 - C",583411.65,4797250.03,-1.97123936902882,43.3234664188382,"Gros","Gros"
"VUT_Favorable","Viviendas de uso turÃ­stico","Bermingham   31,    01 - A",583422.78,4797265.29,-1.9710997996637,43.3236025718461,"Gros","Gros"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Biteri,Pz de    2,    En - B",583131.3,4797207.28,-1.97470300484974,43.3231125804045,"Gros","Gros"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Bizkaia,Ps de   16,    04 - B",582809.17,4795590.67,-1.97891911242135,43.3085935268145,"Amara Berri","Amara - Berri"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Bordatxipi,Ps de   10  Edificio Entero",584318.31,4797169.18,-1.96007126050226,43.3226374009802,"Ategorrieta-Ulia","Ategorrieta"
"VUT_Tramitacion","Viviendas de uso turÃ­stico","Boulevard,Al del    3,    01 - A",582521.53,4797140.74,-1.98223241425691,43.3225806738404,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Boulevard,Al del    7,    01 - C",582472.97,4797114.88,-1.98283511405408,43.3223531794486,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Boulevard,Al del    9,    00  Principal C",582456.98,4797106.44,-1.98303356078975,43.322278946271,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Boulevard,Al del   10  1Âº D",582395.57,4797138.96,-1.98378595111705,43.3225784602784,"Centro","Parte Vieja"
"VUT_Favorable","Viviendas de uso turÃ­stico","Boulevard,Al del   11,    01 - Iz",582453.88,4797104.87,-1.98307202388223,43.322265151221,"Centro","Area Romantica"
"VUT_Favorable","Viviendas de uso turÃ­stico","Boulevard,Al del   18  Entlo. Dcha.",582330.03,4797128.04,-1.98459579224993,43.3224873241259,"Centro","Parte Vieja"
"VUT_Favorable","Viviendas de uso turÃ­stico","Boulevard,Al del   18  Entlo. Izda.",582330.03,4797128.04,-1.98459579224993,43.3224873241259,"Centro","Parte Vieja"
"VUT_Favorable","Viviendas de uso turÃ­stico","Boulevard,Al del   18,    01 - Dr",582330.03,4797128.04,-1.98459579224993,43.3224873241259,"Centro","Parte Vieja"
